Provider ID,Hospital Name,Summary star rating,ZIP Code,City,State,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,MORT_30_AMI,PSI_11_POST_RESP,PSI_12_POSTOP_PULMEMB_DVT,MORT_30_CABG,PSI_10_POST_KIDNEY,PSI_4_SURG_COMP,PSI_14_POSTOP_DEHIS,PSI_6_IAT_PTX,MORT_30_STK,PSI_8_POST_HIP,PSI_13_POST_SEPSIS,PSI_15_ACC_LAC,PSI_90_SAFETY,MORT_30_HF,PSI_3_ULCER,COMP_HIP_KNEE,MORT_30_PN,MORT_30_COPD,PSI_9_POST_HEM,HAI_2_SIR,HAI_6_SIR,HAI_3_SIR,HAI_5_SIR,HAI_4_SIR,HAI_1_SIR,READM_30_PN,READM_30_HF,EDAC_30_HF,READM_30_STK,READM_30_AMI,READM_30_COPD,READM_30_CABG,EDAC_30_AMI,READM_30_HOSP_WIDE,READM_30_HIP_KNEE,MSPB_1,OP_10,OP_13,OP_11,OP_14,OP_8,OP_9,OP_25,OP_17,OP_12,SM_SS_CHECK,SM_PART_GEN_SURG,SM_PART_NURSE,ACS_REGISTRY,OP_4,OP_22,OP_5,OP_21,OP_20
470001,CENTRAL VERMONT MEDICAL CENTER,4,5641,BARRE,VT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,13.1,14.08,4.22,,1.12,,2.22,0.36,15.6,0.1,5.91,0.87,1.03,14.4,0.16,3.7,14.9,6.3,5.28,0.8220000000000001,0.581,,,,,14.9,18.7,-23.1,11.3,15.4,19.4,,-34.8,15.0,4.9,0.94,3.1,3.4,0.0,1.1,26.2,6.9,No,No,No,N,Y,Y,,99.0,0.0,7.0,44.0,14.0
470003,UNIVERSITY OF VERMONT MEDICAL CENTER,3,5401,BURLINGTON,VT,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Below the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Above the national average,13.6,9.25,5.59,2.6,1.01,122.21,2.31,0.36,18.3,0.09,5.25,0.73,0.91,16.8,0.08,2.0,13.6,10.3,4.79,0.622,1.203,1.5319999999999998,0.632,2.7119999999999997,0.628,16.5,22.4,-4.9,12.9,14.5,19.1,12.5,-15.2,15.5,3.3,1.0,4.8,3.8,0.2,1.3,27.6,6.9,Yes,Yes,Yes,Y,Y,Y,,,2.0,,68.0,29.0
470005,RUTLAND REGIONAL MEDICAL CENTER,4,5701,RUTLAND,VT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,13.4,10.8,4.75,,1.09,,2.1,0.39,15.2,0.1,5.99,0.85,0.96,13.4,0.12,2.5,16.5,8.3,4.9,0.7809999999999999,0.499,2.505,0.8370000000000001,,0.0,14.9,18.7,-31.7,11.3,16.7,17.3,,-29.0,14.6,3.3,0.94,2.9,2.5,1.1,2.7,44.4,4.7,Yes,Yes,Yes,Y,Y,Y,,99.0,2.0,5.0,50.0,41.0
470011,BRATTLEBORO MEMORIAL HOSPITAL,4,5301,BRATTLEBORO,VT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,13.9,9.6,3.65,,1.11,,2.22,0.39,14.5,0.1,5.62,0.87,0.88,13.5,0.21,2.2,17.6,8.7,4.61,,1.393,,,,,15.2,21.2,-24.7,12.0,,18.7,,,14.4,3.5,0.96,4.1,1.9,0.4,,38.0,7.3,Yes,Yes,Yes,Y,N,N,,97.0,1.0,15.0,56.0,24.0
470012,SOUTHWESTERN VERMONT MEDICAL CENTER,4,5201,BENNINGTON,VT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,13.6,11.54,3.49,,1.1,,2.19,0.36,14.0,0.1,5.48,0.86,0.91,11.4,0.14,3.1,14.5,8.1,4.9,,0.252,2.7319999999999998,,,,17.5,20.8,-34.0,11.5,15.9,17.6,,-12.7,14.4,4.1,0.93,4.3,2.7,0.0,0.9,27.8,9.3,Yes,Yes,Yes,Y,Y,Y,,99.0,1.0,10.0,58.0,48.0
470024,NORTHWESTERN MEDICAL CENTER INC,4,5478,SAINT ALBANS,VT,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,15.3,8.8,5.0,,1.11,,2.22,0.38,16.0,0.1,6.27,0.87,0.95,11.3,0.19,2.3,18.4,9.8,4.92,,2.805,,,,,18.3,20.4,-29.7,13.0,16.5,20.2,,13.7,15.7,4.3,0.98,8.1,3.7,0.0,0.3,30.0,14.6,Yes,Yes,Yes,Y,N,Y,,100.0,1.0,6.0,52.0,19.0
471301,GIFFORD MEDICAL CENTER,3,5060,RANDOLPH,VT,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Below the national average,,,,13.5,,,,,,,,14.4,,,,,12.2,,2.8,13.5,6.8,,,0.812,,,,,17.1,22.1,6.0,11.5,,19.8,,,16.5,4.3,,,,,,,,,,,,,,,,,,,
471303,NORTHEASTERN VERMONT REGIONAL HOSPITAL,4,5819,SAINT JOHNSBURY,VT,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Above the national average,,,,14.9,,,,,,,,16.5,,,,,14.9,,2.7,15.9,9.7,,,0.675,,,,,16.7,19.4,-38.7,11.0,,19.6,,,15.5,3.9,,,,,,,,,,,,,,,,,,,
471304,NORTH COUNTRY HOSPITAL AND HEALTH CENTER,4,5855,NEWPORT,VT,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,,,,13.0,,,,,,,,16.3,,,,,16.4,,2.5,13.4,9.5,,,,,,,,15.6,23.4,6.3,11.6,16.3,21.1,,11.4,16.0,4.2,,1.6,,0.0,0.3,47.8,3.4,,,,,,,,,,,26.0,4.0
471305,COPLEY HOSPITAL,4,5661,MORRISVILLE,VT,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Below the national average,,,,13.6,,,,,,,,16.7,,,,,15.1,,2.5,17.7,7.7,,,,,,,,18.5,22.0,-6.7,11.7,,21.0,,,15.7,4.4,,,,,,,,,,,,,,,,,,,
471306,SPRINGFIELD HOSPITAL,4,5156,SPRINGFIELD,VT,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Below the national average,,,,13.2,,,,,,,,13.7,,,,,11.0,,2.4,14.5,6.9,,,2.659,,,,,17.3,22.8,27.4,11.8,16.0,22.0,,-14.0,16.2,4.5,,,,,,,,,,,,,,,,,,,
471307,"PORTER HOSPITAL, INC",4,5753,MIDDLEBURY,VT,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,,,,,,,,,,,,16.4,,,,,13.8,,2.2,13.4,7.8,,,0.0,,,,,18.6,21.7,-21.9,11.6,,19.9,,,15.3,4.1,,,,,,,,,,,,,,,,,,,
490001,NORTON COMMUNITY HOSPITAL,4,24273,NORTON,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,14.0,12.33,5.39,,1.1,,2.21,0.38,14.3,0.1,5.59,0.87,1.03,9.5,0.2,,14.2,6.7,4.96,0.0,0.297,,,,0.0,16.1,21.9,-11.4,13.8,,19.1,,,15.6,,0.89,4.7,2.6,0.8,0.5,42.9,3.2,Yes,Yes,Yes,Y,Y,N,,95.0,1.0,8.0,52.0,13.0
490002,RUSSELL COUNTY MEDICAL CENTER,4,24266,LEBANON,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Below the national average,Same as the national average,Above the national average,Same as the national average,,,,,,,,0.39,,0.1,,,0.99,12.4,0.24,,14.5,8.0,,,0.523,,,,,18.7,22.6,-22.3,,,22.1,,,16.5,,0.87,3.3,3.8,1.1,,,1.4,Yes,Yes,Yes,N,N,N,,97.0,1.0,6.0,15.0,7.0
490004,SENTARA RMH MEDICAL CENTER,3,22801,HARRISONBURG,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,12.7,10.71,5.03,3.4,0.95,142.61,2.12,0.33,14.2,0.09,6.43,1.25,0.97,10.8,0.08,2.4,14.6,5.9,4.75,0.956,1.439,0.527,0.0,,0.23199999999999998,18.1,21.2,-9.5,12.8,17.6,19.9,15.1,5.1,15.2,3.3,0.94,8.6,2.8,0.2,1.4,41.5,8.4,Yes,Yes,Yes,Y,N,Y,,,2.0,,47.0,39.0
490005,WINCHESTER MEDICAL CENTER,3,22601,WINCHESTER,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,13.1,9.9,2.15,2.2,0.8,130.38,1.81,0.44,16.1,0.09,7.65,0.74,0.88,13.3,0.05,2.7,17.3,8.3,4.81,0.894,1.297,2.217,1.143,,0.27899999999999997,17.8,23.6,27.6,13.0,16.3,21.1,13.7,13.4,15.6,4.2,0.97,4.1,4.9,0.4,0.8,35.4,6.7,Yes,Yes,Yes,Y,Y,Y,,,0.0,,66.0,24.0
490007,SENTARA NORFOLK GENERAL HOSPITAL,4,23507,NORFOLK,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,14.6,12.89,6.19,3.2,1.41,155.85,2.37,0.35,16.0,0.09,6.05,1.06,1.09,10.1,0.06,,16.0,7.6,5.38,1.171,0.8859999999999999,2.555,0.9420000000000001,,0.45299999999999996,15.8,21.4,4.3,12.2,15.8,19.9,12.2,-1.3,15.5,,0.98,7.0,4.5,0.3,0.9,33.8,6.8,Yes,Yes,Yes,Y,Y,Y,,,3.0,,42.0,31.0
490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,3,22908,CHARLOTTESVILLE,VA,Acute Care Hospitals,Government - State,Yes,Y,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,12.8,6.33,5.98,1.8,1.51,142.71,2.0,0.37,16.5,0.1,6.24,0.61,0.98,13.4,0.4,3.0,15.0,8.8,4.71,0.96,1.5290000000000001,1.002,1.705,0.7859999999999999,1.094,19.3,22.5,13.0,13.2,17.7,20.0,11.6,2.5,16.6,4.6,1.03,4.1,6.2,0.0,0.7,,8.5,Yes,Yes,Yes,Y,Y,Y,,,3.0,,68.0,29.0
490011,BON SECOURS DEPAUL MEDICAL CENTER,2,23505,NORFOLK,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,13.5,10.13,3.32,,1.05,130.16,2.76,0.45,16.1,0.1,5.12,0.84,0.92,10.5,0.42,3.3,15.7,8.1,5.14,1.2770000000000001,0.395,0.929,0.835,0.0,0.34700000000000003,16.8,21.5,16.4,12.5,17.3,19.8,,13.7,14.2,4.8,0.98,6.5,1.8,0.8,0.3,39.6,5.7,Yes,Yes,Yes,Y,Y,Y,,,0.0,,60.0,19.0
480001,"ROY LESTER SCHNEIDER HOSPITAL,THE",2,801,ST THOMAS,VI,Acute Care Hospitals,Government - Local,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,Same as the national average,14.3,,,,,,,,15.0,,,,,12.8,,2.8,18.5,7.3,,1.716,0.318,,0.9440000000000001,,,17.9,21.5,8.0,12.8,16.0,19.3,,-23.5,14.6,4.7,,2.4,,1.1,,,7.0,,,,,,,,,,,,
480002,GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,2,820,ST CROIX,VI,Acute Care Hospitals,Government - State,Yes,Y,Same as the national average,Same as the national average,Same as the national average,,,,17.9,,,,,,,,12.3,,,,,13.1,,,19.9,9.2,,5.254,0.0,,,,,17.6,22.6,22.9,12.4,15.9,21.0,,9.2,15.4,4.6,,,,,,,,,,,,,,,,,,,
490013,SENTARA HALIFAX REGIONAL HOSPITAL,4,24592,SOUTH BOSTON,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,14.0,12.92,3.26,,1.07,,2.17,0.35,15.8,0.11,5.28,0.85,0.92,13.3,0.14,3.4,16.1,10.2,4.94,0.0,0.606,,,,,18.4,19.0,7.4,11.2,15.4,20.7,,-41.2,14.4,3.9,0.91,8.7,6.5,0.2,1.1,,8.0,Yes,No,Yes,Y,N,Y,,98.0,0.0,9.0,43.0,25.0
490017,BON SECOURS MARYVIEW MEDICAL CENTER,3,23707,PORTSMOUTH,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,13.7,12.19,5.35,2.7,1.37,161.9,2.13,0.36,16.1,0.1,8.28,0.83,1.13,10.9,0.07,4.2,15.9,8.7,5.12,0.221,0.408,0.0,2.955,0.0,0.644,16.7,18.2,-14.1,10.6,15.5,19.1,13.3,-4.6,14.5,4.9,0.97,7.8,4.3,0.7,2.2,32.4,7.3,Yes,Yes,Yes,Y,Y,Y,,73.0,0.0,11.0,74.0,22.0
490018,AUGUSTA HEALTH,4,22939,FISHERSVILLE,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,12.4,9.75,3.14,,1.01,124.02,2.63,0.63,15.7,0.09,5.32,0.82,0.89,14.1,0.3,2.8,17.5,9.3,3.65,1.254,0.7240000000000001,1.151,0.0,,1.2670000000000001,17.4,19.2,-37.7,12.2,16.0,17.7,,-3.4,14.7,3.8,0.91,7.7,4.2,0.0,0.7,34.9,12.0,Yes,Yes,Yes,Y,Y,Y,,81.0,1.0,8.0,56.0,16.0
490019,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,3,22701,CULPEPER,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,13.9,14.59,3.47,,1.11,,2.22,0.37,14.1,0.12,6.3,0.87,1.03,11.0,0.17,3.8,18.2,8.0,4.9,0.0,0.387,,,,,18.5,23.9,32.0,12.0,16.5,20.0,,29.0,15.8,4.6,0.93,3.7,,0.3,1.2,31.0,9.5,Yes,Yes,Yes,Y,N,Y,,98.0,12.0,7.0,42.0,26.0
490020,JOHN RANDOLPH MEDICAL CENTER,3,23860,HOPEWELL,VA,Acute Care Hospitals,Proprietary,Yes,Y,Below the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Below the national average,14.7,12.77,3.66,,1.11,,2.23,0.37,14.2,0.1,5.72,0.87,0.96,12.2,0.16,2.9,23.8,8.9,4.62,0.838,1.896,,,,,17.8,23.5,84.1,14.1,17.2,21.7,,49.6,15.6,4.6,0.97,20.3,,1.0,1.1,25.9,3.8,Yes,Yes,Yes,Y,N,Y,,100.0,0.0,3.0,18.0,8.0
490021,"CENTRA  HEALTH, INC",3,24501,LYNCHBURG,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Above the national average,11.8,12.26,3.62,3.1,0.82,108.87,2.91,0.27,15.1,0.12,7.8,1.14,1.0,10.2,0.04,2.5,13.7,7.1,5.52,1.213,0.748,0.132,0.465,0.7959999999999999,1.38,16.4,18.2,-25.0,12.9,16.7,21.9,12.6,-1.5,14.2,4.6,0.94,3.3,4.4,1.8,0.6,37.4,20.8,Yes,Yes,Yes,Y,Y,Y,,91.0,2.0,4.0,52.0,31.0
490022,"MARY WASHINGTON HOSPITAL, INC",3,22401,FREDERICKSBURG,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average,14.3,10.36,5.5,2.6,1.46,116.74,3.0,0.34,12.9,0.1,8.15,0.78,1.16,9.8,0.38,1.8,14.2,8.5,6.22,0.395,0.757,0.988,0.529,0.978,0.8340000000000001,17.8,20.8,19.8,13.0,15.3,20.5,12.8,4.9,15.4,3.5,1.0,1.3,5.8,0.0,0.5,,,Yes,Yes,Yes,Y,N,Y,,90.0,3.0,17.0,72.0,32.0
490023,FAUQUIER HOSPITAL,3,20186,WARRENTON,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,13.9,15.66,5.53,,1.1,,2.21,0.42,14.2,0.1,5.43,0.86,1.17,14.0,0.46,4.7,14.9,8.0,4.77,0.8009999999999999,0.613,,,,0.0,16.2,24.0,39.8,13.8,17.4,22.4,,-0.8,15.8,5.7,1.02,7.4,5.8,1.4,2.0,43.8,6.3,Yes,Yes,Yes,Y,N,N,,95.0,1.0,7.0,30.0,14.0
490024,CARILION ROANOKE MEMORIAL HOSPITAL,3,24014,ROANOKE,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Above the national average,13.1,13.24,6.4,3.1,1.92,173.57,3.11,0.34,15.1,0.11,5.7,1.01,1.1,11.4,0.05,2.2,18.7,10.0,4.3,1.541,1.2009999999999998,1.295,0.401,1.676,0.7240000000000001,16.8,22.6,13.2,13.4,16.4,18.6,15.5,3.6,15.7,4.5,0.99,4.2,4.3,0.2,1.0,37.6,3.8,Yes,Yes,Yes,Y,Y,Y,Y,,5.0,,80.0,72.0
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,4,23298,RICHMOND,VA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Above the national average,14.2,13.34,5.75,2.1,1.87,127.34,1.89,0.45,18.0,0.09,10.09,1.41,1.38,12.7,0.47,3.0,14.2,7.5,5.88,0.611,1.325,1.699,1.335,4.493,0.7440000000000001,17.8,21.7,16.6,12.3,16.1,19.4,12.9,12.7,15.1,5.0,1.0,7.8,6.7,0.0,0.6,31.1,4.9,Yes,Yes,Yes,Y,Y,Y,,,5.0,,64.0,31.0
490033,WARREN MEMORIAL HOSPITAL,4,22630,FRONT ROYAL,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,11.34,4.83,,1.12,,,0.39,,0.1,5.88,,0.99,12.1,0.21,,18.7,8.2,4.72,,1.038,,,,,16.2,19.9,-17.1,,,18.4,,,14.5,4.3,0.93,3.9,6.6,0.4,0.9,,8.0,Yes,Yes,Yes,Y,N,N,,100.0,1.0,6.0,44.0,22.0
490037,RIVERSIDE SHORE MEMORIAL HOSPITAL,3,23417,ONANCOCK,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,Same as the national average,13.3,,4.0,,,,2.23,0.37,12.6,0.1,,0.87,1.0,10.9,0.17,,16.6,8.6,4.64,,0.622,,,,,16.5,21.8,-13.3,12.0,16.0,18.7,,0.9,14.8,,0.9,4.1,3.9,0.0,,,7.9,Yes,Yes,Yes,Y,N,Y,,94.0,1.0,5.0,27.0,14.0
490038,SMYTH COUNTY COMMUNITY HOSPITAL,4,24354,MARION,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,14.2,16.04,4.03,,1.12,,,0.39,14.1,0.1,5.81,,1.07,13.5,0.21,3.4,15.9,8.9,4.69,,0.0,,,,,16.3,22.2,-4.9,11.6,16.2,19.3,,3.7,15.1,5.0,0.91,0.5,3.7,0.0,0.0,,3.8,Yes,Yes,Yes,Y,Y,N,,99.0,1.0,3.0,22.0,9.0
490040,INOVA ALEXANDRIA HOSPITAL,2,22304,ALEXANDRIA,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,13.0,10.1,5.36,2.8,1.45,129.94,2.08,0.47,11.0,0.1,8.35,0.83,1.12,10.6,0.23,4.1,13.7,6.7,4.69,1.43,0.894,1.98,1.065,,1.094,16.5,22.1,12.6,14.1,15.9,20.1,13.5,-9.8,15.3,5.3,0.99,9.8,5.9,2.2,2.1,43.0,7.4,Yes,Yes,Yes,Y,N,Y,,99.0,0.0,7.0,27.0,15.0
490041,MARY IMMACULATE HOSPITAL,4,23602,NEWPORT NEWS,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,14.0,14.67,4.4,,1.03,139.45,2.2,0.5,14.1,0.1,5.48,0.85,1.03,11.1,0.12,2.4,16.5,8.2,4.37,0.5760000000000001,0.825,1.709,0.0,0.0,0.0,15.9,19.6,-5.0,11.7,15.8,19.6,,-21.4,14.1,4.3,0.9,3.4,3.8,0.0,0.5,,5.8,Yes,Yes,Yes,Y,Y,Y,,,0.0,,31.0,22.0
490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,3,24073,CHRISTIANSBURG,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,14.0,12.53,5.04,,1.27,,2.11,0.4,16.3,0.1,4.51,0.84,1.08,10.2,0.78,2.8,15.1,8.3,3.96,0.0,1.105,0.429,0.723,,0.546,16.6,20.3,-5.7,11.4,16.4,21.3,,13.5,15.1,4.6,0.95,4.2,4.1,0.1,0.7,34.5,6.1,Yes,Yes,Yes,Y,Y,Y,,97.0,2.0,10.0,65.0,60.0
490043,INOVA LOUDOUN HOSPITAL,4,20176,LEESBURG,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,13.4,7.85,6.35,,1.08,136.8,2.16,0.32,14.8,0.1,5.81,0.84,0.92,10.6,0.1,2.0,14.1,8.8,4.12,1.265,0.586,0.0,0.0,,0.48100000000000004,18.6,21.4,-5.3,13.0,16.4,19.1,,-12.3,15.2,5.0,0.96,1.7,5.6,0.4,0.7,33.3,14.6,Yes,Yes,Yes,Y,N,Y,,96.0,0.0,10.0,30.0,14.0
490044,SENTARA OBICI HOSPITAL,4,23439,SUFFOLK,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Above the national average,13.8,7.89,3.15,,1.06,137.23,2.17,0.43,14.9,0.11,5.86,0.85,0.81,12.6,0.11,2.1,14.8,8.5,4.46,0.0,0.6409999999999999,1.112,0.0,1.83,0.37799999999999995,17.5,20.6,-17.3,12.2,16.2,21.1,,-8.0,15.2,3.6,0.95,4.1,4.6,0.0,1.7,27.9,9.2,Yes,Yes,Yes,Y,N,Y,,91.0,0.0,5.0,42.0,31.0
490045,NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER,3,20110,MANASSAS,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,15.8,10.97,5.22,,1.08,136.13,2.21,0.36,17.0,0.1,7.0,0.85,1.03,11.8,0.15,4.6,21.8,8.6,4.49,3.322,0.5479999999999999,1.889,0.825,,1.146,16.6,22.2,14.5,12.7,16.6,19.3,,6.1,14.9,4.7,1.02,4.7,,0.2,1.6,25.5,7.8,Yes,Yes,Yes,Y,N,Y,,97.0,1.0,0.0,26.0,36.0
490046,SENTARA LEIGH HOSPITAL,4,23502,NORFOLK,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,13.6,5.97,2.32,,1.02,136.62,2.03,0.34,16.5,0.09,5.19,1.23,0.68,11.9,0.08,1.6,17.6,7.5,4.44,0.289,1.013,1.405,0.608,1.396,0.153,18.2,23.4,13.8,11.3,16.2,17.2,,-13.5,15.4,3.7,0.95,9.4,4.1,0.2,1.7,35.4,6.1,Yes,Yes,Yes,Y,N,Y,,100.0,2.0,5.0,52.0,43.0
490048,LEWISGALE MEDICAL CENTER,3,24153,SALEM,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,13.4,8.32,3.5,3.2,0.96,139.02,2.0,0.38,12.6,0.09,5.74,0.79,0.8,11.2,0.06,2.2,17.2,8.7,4.01,1.0490000000000002,1.065,1.046,0.593,0.0,0.47600000000000003,16.2,21.6,16.4,11.9,16.5,20.0,14.1,9.6,15.3,4.0,1.01,4.9,3.4,0.0,1.6,40.3,3.8,Yes,Yes,Yes,Y,N,Y,,,1.0,,27.0,8.0
490050,VIRGINIA HOSPITAL CENTER,4,22205,ARLINGTON,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Same as the national average,13.3,12.55,4.06,3.2,1.11,121.44,1.99,0.33,13.9,0.09,4.56,0.79,0.88,11.0,0.06,3.2,13.5,10.5,3.52,1.229,0.894,0.8059999999999999,0.797,1.112,0.306,15.6,21.0,-1.8,12.2,14.8,18.6,14.8,-20.4,15.1,4.3,0.96,8.4,4.0,0.2,1.6,42.1,5.9,Yes,Yes,Yes,Y,N,Y,,,1.0,,53.0,29.0
490052,RIVERSIDE REGIONAL MEDICAL CENTER,3,23601,NEWPORT NEWS,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,13.4,13.6,4.7,3.2,1.31,161.6,1.96,0.35,16.5,0.11,4.62,0.76,0.96,11.5,0.06,3.6,16.4,9.2,4.41,1.4240000000000002,0.958,0.43799999999999994,0.6509999999999999,0.0,0.319,17.1,22.6,2.7,13.9,16.4,17.9,15.4,-4.1,15.6,5.9,0.96,4.3,5.1,0.0,0.6,32.9,4.8,Yes,Yes,Yes,Y,Y,Y,,,3.0,,28.0,46.0
490053,JOHNSTON MEMORIAL HOSPITAL,3,24211,ABINGDON,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,14.4,16.39,4.96,,1.29,145.54,2.1,0.34,12.7,0.1,6.59,0.83,1.3,12.1,0.97,3.2,16.0,5.9,4.5,0.21899999999999997,1.192,1.252,0.0,,0.0,18.9,23.1,24.1,12.4,17.0,18.4,,9.5,16.3,5.1,0.91,2.0,4.7,0.8,1.0,35.4,3.4,Yes,Yes,Yes,Y,Y,N,,100.0,1.0,0.0,29.0,10.0
