Summary star rating,State,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,OP_12,SM_PART_NURSE,OP_17,SM_PART_GEN_SURG,SM_SS_CHECK,OP_25,MORT_30_PN,PSI_11_POST_RESP,PSI_6_IAT_PTX,PSI_13_POST_SEPSIS,COMP_HIP_KNEE,PSI_3_ULCER,PSI_12_POSTOP_PULMEMB_DVT,MORT_30_CABG,PSI_10_POST_KIDNEY,MORT_30_STK,PSI_14_POSTOP_DEHIS,MORT_30_HF,PSI_90_SAFETY,PSI_15_ACC_LAC,MORT_30_COPD,PSI_8_POST_HIP,MORT_30_AMI,PSI_4_SURG_COMP,PSI_9_POST_HEM,HAI_1_SIR,HAI_3_SIR,HAI_2_SIR,HAI_4_SIR,HAI_5_SIR,HAI_6_SIR,EDAC_30_AMI,READM_30_AMI,EDAC_30_HF,READM_30_CABG,READM_30_HOSP_WIDE,READM_30_HIP_KNEE,READM_30_COPD,READM_30_STK,READM_30_HF,READM_30_PN,MSPB_1,OP_10,OP_8,OP_13,OP_9,OP_14,OP_11,OP_20,OP_21,OP_22,OP_5,OP_4
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,15.1,12.53,0.4,4.51,2.8,0.78,5.04,,1.27,16.3,2.11,10.2,1.08,0.84,8.3,0.1,14.0,,3.96,0.546,0.429,0.0,,0.723,1.105,13.5,16.4,-5.7,,15.1,4.6,21.3,11.4,20.3,16.6,0.95,4.2,34.5,4.1,6.1,0.7,0.1,60.0,65.0,2.0,10.0,97.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Yes,Y,Yes,N,Y,Yes,14.1,7.85,0.32,5.81,2.0,0.1,6.35,,1.08,14.8,2.16,10.6,0.92,0.84,8.8,0.1,13.4,136.8,4.12,0.481,0.0,1.265,,0.0,0.586,-12.3,16.4,-5.3,,15.2,5.0,19.1,13.0,21.4,18.6,0.96,1.7,33.3,5.6,14.6,0.7,0.4,14.0,30.0,0.0,10.0,96.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,Yes,N,Y,Yes,14.8,7.89,0.43,5.86,2.1,0.11,3.15,,1.06,14.9,2.17,12.6,0.81,0.85,8.5,0.11,13.8,137.23,4.46,0.378,1.112,0.0,1.83,0.0,0.6409999999999999,-8.0,16.2,-17.3,,15.2,3.6,21.1,12.2,20.6,17.5,0.95,4.1,27.9,4.6,9.2,1.7,0.0,31.0,42.0,0.0,5.0,91.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,21.8,10.97,0.36,7.0,4.6,0.15,5.22,,1.08,17.0,2.21,11.8,1.03,0.85,8.6,0.1,15.8,136.13,4.49,1.146,1.889,3.322,,0.825,0.5479999999999999,6.1,16.6,14.5,,14.9,4.7,19.3,12.7,22.2,16.6,1.02,4.7,25.5,,7.8,1.6,0.2,36.0,26.0,1.0,0.0,97.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,17.6,5.97,0.34,5.19,1.6,0.08,2.32,,1.02,16.5,2.03,11.9,0.68,1.23,7.5,0.09,13.6,136.62,4.44,0.153,1.405,0.289,1.396,0.608,1.013,-13.5,16.2,13.8,,15.4,3.7,17.2,11.3,23.4,18.2,0.95,9.4,35.4,4.1,6.1,1.7,0.2,43.0,52.0,2.0,5.0,100.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,17.2,8.32,0.38,5.74,2.2,0.06,3.5,3.2,0.96,12.6,2.0,11.2,0.8,0.79,8.7,0.09,13.4,139.02,4.01,0.476,1.046,1.0490000000000002,0.0,0.593,1.065,9.6,16.5,16.4,14.1,15.3,4.0,20.0,11.9,21.6,16.2,1.01,4.9,40.3,3.4,3.8,1.6,0.0,8.0,27.0,1.0,,
4,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,13.5,12.55,0.33,4.56,3.2,0.06,4.06,3.2,1.11,13.9,1.99,11.0,0.88,0.79,10.5,0.09,13.3,121.44,3.52,0.306,0.8059999999999999,1.229,1.112,0.797,0.894,-20.4,14.8,-1.8,14.8,15.1,4.3,18.6,12.2,21.0,15.6,0.96,8.4,42.1,4.0,5.9,1.6,0.2,29.0,53.0,1.0,,
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Yes,Y,Yes,Y,Y,Yes,16.4,13.6,0.35,4.62,3.6,0.06,4.7,3.2,1.31,16.5,1.96,11.5,0.96,0.76,9.2,0.11,13.4,161.6,4.41,0.319,0.438,1.4240000000000002,0.0,0.6509999999999999,0.958,-4.1,16.4,2.7,15.4,15.6,5.9,17.9,13.9,22.6,17.1,0.96,4.3,32.9,5.1,4.8,0.6,0.0,46.0,28.0,3.0,,
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Yes,N,Yes,Y,Y,Yes,16.0,16.39,0.34,6.59,3.2,0.97,4.96,,1.29,12.7,2.1,12.1,1.3,0.83,5.9,0.1,14.4,145.54,4.5,0.0,1.252,0.219,,0.0,1.192,9.5,17.0,24.1,,16.3,5.1,18.4,12.4,23.1,18.9,0.91,2.0,35.4,4.7,3.4,1.0,0.8,10.0,29.0,1.0,0.0,100.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,17.3,8.43,0.49,7.05,3.1,0.26,4.81,3.7,1.14,15.9,2.55,11.6,0.99,0.8,8.2,0.09,13.3,142.02,4.54,0.161,0.931,0.84,1.605,0.987,0.985,-7.3,16.6,31.6,15.2,15.1,4.6,22.3,12.7,22.1,19.2,0.97,7.4,31.8,4.3,6.4,2.0,0.2,24.0,23.0,1.0,6.0,97.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,15.4,16.22,0.36,6.58,2.2,0.36,3.24,2.9,1.37,14.0,2.47,9.7,1.14,2.33,8.0,0.11,13.2,133.41,5.29,0.212,1.215,0.787,2.127,1.219,0.49,-12.6,15.4,-19.2,12.6,14.2,3.3,19.2,10.7,20.6,15.9,0.99,6.3,27.4,5.2,7.4,0.9,0.0,14.0,29.0,1.0,,
3,VA,Acute Care Hospitals,Proprietary,Yes,Y,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Below the national average,Yes,N,Yes,N,Y,Yes,14.2,9.39,0.43,5.73,2.6,0.55,3.76,,1.11,15.8,3.42,12.6,0.96,0.87,5.9,0.1,12.9,,4.48,0.0,,0.0,,,0.188,2.6,16.5,-14.8,,15.6,,20.1,13.0,22.3,19.5,0.89,18.3,40.0,4.7,8.5,0.4,0.4,10.0,24.0,2.0,5.0,100.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Yes,Y,Yes,N,Y,Yes,16.3,9.35,0.41,4.61,3.6,0.03,4.14,1.6,1.09,13.8,2.55,10.4,0.83,0.97,6.7,0.12,12.5,132.58,4.58,1.055,1.149,1.251,0.636,0.993,0.721,13.0,17.3,17.1,14.9,15.1,4.8,19.9,12.5,20.1,16.4,0.98,0.8,,5.1,13.3,0.8,0.0,16.0,31.0,1.0,7.0,91.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,16.0,6.98,0.39,4.6,2.9,0.11,3.16,,1.07,14.2,2.12,12.8,0.72,0.84,8.2,0.09,12.1,,4.12,0.0,0.0,0.414,,0.0,0.398,-8.9,16.6,-20.4,,13.8,4.6,17.5,10.9,19.1,14.0,0.9,14.7,31.5,4.3,6.8,1.1,6.3,25.0,30.0,1.0,,
3,VA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Yes,N,Yes,N,Y,Yes,17.9,15.33,0.4,6.66,4.1,0.08,3.38,,1.06,15.6,2.11,10.6,1.04,0.83,7.8,0.11,14.5,99.7,4.42,1.082,0.701,1.19,,1.64,1.565,24.9,18.0,41.8,,16.7,5.2,22.0,13.3,24.4,21.0,1.02,14.3,23.9,4.8,10.4,1.6,2.0,17.0,61.0,1.0,,91.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,16.5,14.77,0.39,4.2,2.2,0.21,2.72,2.8,0.9,12.1,2.0,14.4,0.93,0.8,8.1,0.09,12.8,150.62,6.23,0.968,0.371,1.029,0.8240000000000001,1.139,0.376,-18.8,15.4,-11.3,12.7,14.4,4.0,18.7,11.1,19.5,17.0,0.96,5.0,36.2,4.6,5.5,1.2,0.5,15.0,38.0,1.0,,
2,VA,Acute Care Hospitals,Proprietary,Yes,Y,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,19.2,16.02,0.42,6.56,2.7,0.7,6.32,2.4,1.05,16.7,2.13,11.5,1.32,0.84,8.5,0.13,13.7,150.13,5.69,2.51,1.23,0.877,,1.413,0.7,31.4,16.4,45.0,13.0,16.9,5.0,21.1,12.5,24.9,16.6,1.03,1.3,,5.3,,0.9,0.2,11.0,28.0,2.0,6.0,93.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,No,N,Y,Yes,12.2,7.68,0.48,8.0,2.9,0.09,5.13,,1.23,12.5,2.13,12.2,1.02,1.26,7.5,0.09,14.5,146.12,6.08,0.308,0.363,0.289,,0.0,1.033,6.6,15.7,-18.6,,14.4,4.7,18.6,12.6,19.1,15.9,0.93,4.6,46.8,4.5,10.1,1.1,0.1,15.0,47.0,3.0,8.0,93.0
2,VA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,15.7,15.03,0.44,6.75,3.5,0.56,4.24,,1.1,15.4,2.17,11.5,1.18,0.84,6.7,0.1,13.6,,4.93,2.661,0.0,0.294,,2.819,1.046,12.3,15.7,16.4,,16.3,4.5,20.5,13.8,23.8,18.8,0.96,2.8,42.9,4.4,4.2,1.4,1.0,22.0,33.0,2.0,7.0,94.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,13.4,9.64,0.38,7.21,2.3,0.19,3.64,,1.11,14.9,,11.7,0.95,0.87,9.1,0.1,13.0,,4.64,,,,,,1.224,-24.7,16.0,-18.4,,14.2,4.7,17.9,12.6,21.1,15.2,0.89,8.3,,6.3,3.3,,1.6,18.0,28.0,3.0,10.0,94.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,14.2,,0.38,,,0.2,4.23,,,13.7,,14.0,0.97,,7.6,0.1,,,5.08,,,,,,1.618,,,-11.9,,14.7,,20.6,11.6,20.9,17.9,0.84,2.2,,3.4,15.0,1.2,0.0,16.0,53.0,1.0,5.0,91.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Above the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,17.9,,0.39,,,0.22,4.95,,,14.0,,12.2,0.99,,8.3,0.1,,,4.71,,,,,,0.892,,,-15.7,,14.1,,18.1,12.4,20.0,14.8,0.84,3.2,,4.6,4.1,1.5,0.0,46.0,73.0,3.0,12.0,98.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,17.7,15.77,0.37,6.59,2.6,0.16,3.88,,1.12,14.1,2.24,11.3,1.08,0.87,6.6,0.1,12.2,,4.62,,,0.0,,,1.171,-35.3,15.9,-31.3,,13.9,4.1,20.7,11.6,21.2,17.0,0.98,1.9,31.5,4.0,12.3,1.0,0.2,31.0,37.0,2.0,6.0,93.0
2,VA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,17.3,10.45,0.39,5.77,3.0,0.21,4.69,,1.11,14.6,,10.9,0.96,0.87,9.0,0.1,,,4.69,,,,,,0.948,,,12.3,,16.2,5.1,21.2,12.7,22.8,17.0,0.85,8.1,,3.2,4.0,0.3,3.0,21.0,62.0,3.0,2.0,100.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,19.5,9.46,0.37,5.31,2.6,0.1,3.58,,1.01,16.8,2.1,12.7,0.85,0.83,9.4,0.1,15.9,145.76,5.43,0.888,1.17,1.6840000000000002,,0.494,0.7440000000000001,2.1,17.4,17.5,,14.9,4.8,19.7,13.8,23.6,19.1,0.95,8.0,19.8,4.6,9.5,0.3,0.6,32.0,28.0,0.0,7.0,91.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,,Same as the national average,Same as the national average,Same as the national average,,Yes,Y,Yes,N,Y,Yes,,,0.39,,,0.23,,,,,,11.2,0.99,,7.5,0.1,,,,,,,,,0.19,,,-35.6,,15.5,,20.2,,22.0,,0.91,0.8,,,9.0,,,16.0,40.0,1.0,10.0,93.0
3,VA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,,Below the national average,Same as the national average,Above the national average,Same as the national average,No,N,No,N,Y,Yes,18.7,,0.39,,,0.21,4.25,,,13.6,,12.0,0.97,,8.1,0.1,13.2,,4.75,,,,,,0.0,,,11.0,,17.4,,20.8,12.8,24.5,17.0,0.97,12.6,,,4.6,1.1,4.2,15.0,51.0,1.0,5.0,96.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Yes,Y,No,Y,Y,Yes,17.9,13.12,0.37,6.6,2.8,0.52,4.4,,1.11,14.6,,10.5,1.11,0.87,7.4,0.1,,,4.61,0.957,,0.0,,,1.061,,,47.8,,15.9,4.9,19.8,11.6,23.6,18.8,0.9,10.7,,6.0,7.9,1.1,6.9,22.0,53.0,3.0,0.0,100.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,14.7,8.18,0.45,6.47,2.4,0.1,3.18,,1.04,12.7,2.1,10.5,0.86,0.82,8.7,0.1,13.3,137.34,5.59,2.488,1.366,0.888,,1.953,0.7440000000000001,-30.2,16.1,14.9,,15.3,4.1,21.9,13.2,21.2,16.7,0.93,3.1,42.9,4.5,12.7,1.2,0.6,16.0,31.0,0.0,8.0,100.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,15.4,8.45,0.31,4.09,3.7,0.54,4.74,,1.05,16.1,2.72,11.1,0.89,0.84,7.3,0.1,12.4,138.34,4.55,0.957,1.325,0.915,,0.995,0.883,1.3,16.2,39.6,,16.1,6.0,21.4,13.8,23.6,18.5,0.97,4.6,,,9.3,2.1,0.6,7.0,27.0,0.0,4.0,92.0
3,VA,Acute Care Hospitals,Proprietary,Yes,Y,Below the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,16.4,8.09,0.36,7.54,3.5,0.14,3.13,,1.1,19.4,2.21,13.3,0.9,0.86,8.2,0.11,15.9,,5.63,0.98,,0.9,,,0.774,-1.7,16.6,6.8,,16.3,4.8,21.4,13.7,22.4,19.1,1.02,10.7,33.7,5.2,4.1,1.2,7.6,8.0,20.0,0.0,,
4,VA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Above the national average,Below the national average,Above the national average,Below the national average,Yes,N,Yes,N,Y,Yes,17.0,10.3,0.39,5.73,1.8,0.2,4.5,,1.11,16.1,,11.2,0.94,,9.4,0.1,13.5,,4.69,,,0.0,,,0.687,-11.7,15.3,-10.9,,14.7,3.6,20.9,12.2,22.2,15.2,0.95,35.4,62.2,,12.9,0.5,0.5,12.0,27.0,8.0,4.0,90.0
3,VA,Acute Care Hospitals,Proprietary,Yes,Y,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,20.4,15.47,0.37,6.09,3.0,0.27,2.85,2.5,1.29,13.8,1.82,11.5,1.04,0.74,8.5,0.1,12.6,147.14,4.6,1.004,0.802,1.889,0.81,0.263,1.1909999999999998,8.7,17.2,7.1,12.2,15.5,5.0,23.4,13.9,22.7,17.6,0.99,11.2,37.0,5.1,6.6,0.9,2.0,6.0,30.0,1.0,,
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,14.8,11.51,0.39,5.15,3.0,0.62,4.84,,1.27,14.3,2.1,10.3,1.05,0.84,8.7,0.1,15.1,125.34,4.34,0.0,0.962,0.627,,0.0,0.868,33.8,17.6,-2.3,,16.2,4.7,19.7,12.1,20.8,15.7,0.97,6.6,31.6,4.0,7.8,2.3,0.5,36.0,68.0,2.0,8.0,95.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Below the national average,No,N,Yes,N,Y,Yes,16.8,10.64,0.44,5.82,,0.21,4.14,,1.12,14.5,2.23,14.0,0.95,0.87,7.0,0.1,13.4,,4.69,,,0.0,,,0.0,22.0,17.2,34.2,,17.2,,21.2,,23.0,17.8,0.99,9.4,47.7,5.5,5.2,1.4,3.9,22.0,64.0,0.0,8.0,97.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,18.8,9.71,0.37,5.72,2.7,0.17,5.65,,1.11,14.4,2.21,13.2,0.96,0.86,8.4,0.1,15.5,,4.56,,,0.0,,,0.938,-11.7,16.1,-3.1,,15.6,4.0,19.6,12.7,22.8,17.6,0.97,10.0,51.0,,4.9,1.2,2.7,20.0,32.0,2.0,5.0,97.0
3,VA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,,Yes,Y,Yes,N,Y,Yes,14.4,10.25,0.38,5.74,3.5,0.17,3.84,,1.12,17.5,,11.2,0.91,0.87,7.6,0.13,13.6,,4.66,,,,,,2.339,16.9,16.5,55.1,,17.1,5.4,21.9,11.8,24.8,18.1,0.98,8.2,,,7.6,2.2,5.1,6.0,25.0,0.0,0.0,100.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,,Yes,N,Yes,N,Y,Yes,19.3,,0.39,,,0.24,,,,,,12.2,1.0,,7.1,0.1,,,,,,,,,,,,44.8,,15.6,,18.3,,23.7,17.3,0.95,7.6,,,8.0,,2.7,41.0,66.0,2.0,20.0,95.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Above the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,16.8,12.33,0.31,3.9,2.0,0.06,2.9,2.7,1.01,13.1,1.86,10.3,0.78,0.73,8.8,0.1,11.8,150.62,2.83,0.696,1.325,1.485,1.306,1.178,0.98,-2.0,15.1,16.1,12.8,15.3,5.1,20.8,12.4,20.6,17.8,1.0,5.7,34.3,4.6,7.8,1.6,0.9,5.0,28.0,0.0,,
4,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Above the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,14.9,10.77,0.32,4.35,2.3,0.1,5.91,,1.03,12.1,2.13,10.0,0.92,0.83,8.7,0.1,11.7,138.68,4.37,0.546,0.5479999999999999,1.514,,0.467,1.03,19.1,16.9,10.3,,15.7,3.7,18.6,13.7,20.7,17.2,0.95,6.7,32.0,5.5,7.6,1.5,0.1,42.0,32.0,3.0,7.0,99.0
3,VA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Above the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Yes,N,Yes,Y,Y,Yes,13.9,17.26,0.33,9.49,3.8,0.06,4.46,,1.55,14.1,2.07,8.8,1.28,1.22,7.0,0.09,15.0,142.9,5.64,1.456,0.443,1.585,1.569,1.048,1.484,25.1,17.4,50.1,,16.3,5.9,20.8,11.9,24.8,20.4,0.97,10.9,44.7,5.9,8.2,0.9,1.8,30.0,74.0,1.0,,
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,16.0,8.4,0.35,4.81,2.5,0.12,2.5,,1.28,14.2,2.21,10.5,0.75,0.86,7.9,0.1,14.2,134.31,4.55,1.826,,0.7829999999999999,,0.711,0.629,20.8,17.1,6.0,,14.7,3.9,21.9,12.8,21.3,17.4,0.94,6.7,38.5,2.6,5.5,1.0,1.8,10.0,33.0,0.0,7.0,98.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,17.8,8.9,0.38,5.56,2.7,0.18,3.9,,1.1,14.8,,12.6,0.87,0.87,8.0,0.1,14.9,,4.65,,,,,,1.106,111.6,15.8,43.8,,15.6,3.9,20.1,12.1,22.5,18.3,0.92,5.2,45.5,3.8,3.0,1.4,1.0,8.0,24.0,0.0,3.0,99.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,17.3,,0.39,,,0.23,,,,,,11.3,0.99,,8.3,0.1,,,,,,0.0,,,0.0,,,68.9,,16.6,,22.6,,23.8,17.8,1.01,4.9,47.6,3.7,7.5,,4.9,20.0,57.0,1.0,3.0,99.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Yes,Y,Yes,N,Y,Yes,16.5,10.39,0.37,5.71,3.1,0.15,4.13,,1.11,12.5,2.21,14.1,0.91,0.86,9.3,0.1,13.8,,4.55,,,,,,0.746,-6.0,16.5,13.2,,14.8,4.0,19.7,11.7,21.8,15.7,0.87,2.4,29.9,4.4,5.0,0.9,0.0,38.0,37.0,1.0,9.0,100.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,14.2,17.45,0.32,6.43,2.4,0.33,5.97,,1.22,13.5,2.15,12.1,1.25,1.25,8.2,0.11,14.5,122.93,5.15,1.12,1.064,1.334,0.451,0.0,0.292,-9.0,15.3,-25.1,,14.2,4.7,18.1,10.5,18.7,15.7,1.0,3.0,28.5,8.0,5.1,0.3,0.4,8.0,40.0,0.0,6.0,100.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,15.0,13.07,0.38,6.63,2.9,0.17,4.98,,1.12,12.9,2.21,9.9,1.06,0.86,8.8,0.1,12.4,,4.53,1.402,0.0,1.251,0.0,,0.482,-3.0,16.3,-4.5,,15.5,4.7,19.3,11.7,21.4,16.5,0.99,1.6,,3.9,4.7,0.4,0.0,32.0,73.0,1.0,12.0,91.0
2,VA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,16.1,8.82,0.42,7.35,3.2,0.15,3.32,,1.09,15.9,2.2,11.0,0.93,0.86,7.0,0.1,14.5,,5.32,,,0.652,,,1.098,12.8,16.9,50.9,,16.1,4.7,19.8,13.0,23.4,17.2,0.96,0.0,,2.8,11.7,0.8,0.0,6.0,24.0,0.0,,
4,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,14.5,12.07,0.44,5.48,2.6,0.21,3.92,,1.11,15.6,,12.3,0.96,0.87,8.1,0.1,14.1,,4.67,,,,,,1.159,,,-35.2,,14.8,4.4,20.4,11.9,20.0,15.1,1.06,5.6,,,,1.0,1.1,26.0,33.0,1.0,8.0,100.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,18.4,10.24,0.39,6.41,,0.69,3.94,,1.33,13.6,,12.0,1.06,0.87,8.8,0.12,,,5.35,,,,,,0.523,,,15.9,,15.0,,18.9,12.4,23.1,17.7,0.95,4.3,46.7,,6.5,0.6,0.3,23.0,21.0,0.0,2.0,98.0
3,VA,Acute Care Hospitals,Proprietary,Yes,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.355,,,,,15.0,,,,,,,,,,,0.0,,6.0,24.0,,6.0,96.0
4,VA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,,Yes,,,Yes,17.4,,,,2.8,,,,,14.3,,10.7,,,8.4,,,,,,,,,,3.057,,,-36.9,,14.6,4.1,18.6,12.1,19.5,16.0,,7.9,,8.8,5.6,0.6,8.7,24.0,48.0,3.0,11.0,98.0
